# Time, p, Ux, Uy, Uz, e
1.835050000000000125e-04 6.844576000000000051e-07 9.818924000000000368e-08 3.021723999999999938e-04 5.490693999999999713e-05 2.982558000000000151e-06
1.837139999999999964e-04 6.847701999999999943e-07 9.819565999999999879e-08 3.042464000000000149e-04 5.509497999999999880e-05 2.983786000000000167e-06
1.839230000000000075e-04 6.866197999999999528e-07 9.841274000000000565e-08 3.079024000000000084e-04 5.543022999999999868e-05 2.992162999999999951e-06
1.841330000000000072e-04 6.886602999999999505e-07 9.864502000000000064e-08 3.111958999999999862e-04 5.581694000000000027e-05 3.001120000000000075e-06
1.843430000000000069e-04 6.908796999999999737e-07 9.891278999999999960e-08 3.158050000000000028e-04 5.625301999999999966e-05 3.011442999999999790e-06
1.845530000000000065e-04 6.933937999999999578e-07 9.918206999999999683e-08 3.195257999999999757e-04 5.673401000000000334e-05 3.022874000000000020e-06
1.847639999999999949e-04 6.951181000000000363e-07 9.930464000000000585e-08 3.239917000000000036e-04 5.712818999999999894e-05 3.029460999999999945e-06
1.849750000000000103e-04 6.976404999999999531e-07 9.960692000000000080e-08 3.289540999999999884e-04 5.759724000000000083e-05 3.040212999999999855e-06
1.851869999999999873e-04 6.994237999999999661e-07 9.984751000000000441e-08 3.333174999999999745e-04 5.797133000000000049e-05 3.048031999999999907e-06
1.853989999999999913e-04 7.029832999999999657e-07 1.003370999999999992e-07 3.378065000000000191e-04 5.849335000000000130e-05 3.063945000000000190e-06
1.856129999999999998e-04 7.086402000000000089e-07 1.011084000000000029e-07 3.432306000000000202e-04 5.917845999999999990e-05 3.088877000000000191e-06
1.858279999999999969e-04 7.127443000000000489e-07 1.016660999999999974e-07 3.469376000000000035e-04 5.976283999999999920e-05 3.107335000000000210e-06
1.860440000000000097e-04 7.175836999999999724e-07 1.023626000000000063e-07 3.518624999999999943e-04 6.042209999999999872e-05 3.129773999999999793e-06
1.862610000000000112e-04 7.189597000000000504e-07 1.025160000000000029e-07 3.541408000000000229e-04 6.080198999999999755e-05 3.136784999999999987e-06
1.864780000000000127e-04 7.202885000000000113e-07 1.026602999999999971e-07 3.579934000000000002e-04 6.118031000000000174e-05 3.144325000000000172e-06
1.866939999999999984e-04 7.216505000000000205e-07 1.027860999999999968e-07 3.605047000000000113e-04 6.155788000000000091e-05 3.151896000000000154e-06
1.869109999999999999e-04 7.222945999999999488e-07 1.027994000000000013e-07 3.640450000000000153e-04 6.182661000000000265e-05 3.154070999999999841e-06
1.871280000000000014e-04 7.234631000000000165e-07 1.029451999999999973e-07 3.681358000000000135e-04 6.217809999999999342e-05 3.160553000000000045e-06
1.873439999999999871e-04 7.227792000000000271e-07 1.028075999999999948e-07 3.715600999999999800e-04 6.232875000000000188e-05 3.158927999999999870e-06
1.875599999999999999e-04 7.232505999999999740e-07 1.028190999999999946e-07 3.748967000000000185e-04 6.254742999999999891e-05 3.162921000000000189e-06
1.877749999999999970e-04 7.200473999999999841e-07 1.023009000000000052e-07 3.766851999999999896e-04 6.237681000000000291e-05 3.150413999999999903e-06
1.879899999999999941e-04 7.200883999999999512e-07 1.022277999999999964e-07 3.786029000000000000e-04 6.246147000000000287e-05 3.152441000000000164e-06
1.882049999999999912e-04 7.222047999999999899e-07 1.024358999999999994e-07 3.826197000000000257e-04 6.270548999999999719e-05 3.164246000000000129e-06
1.884199999999999883e-04 7.255356000000000504e-07 1.027706000000000057e-07 3.851021999999999735e-04 6.306454000000000183e-05 3.180621000000000036e-06
1.886360000000000012e-04 7.278828999999999619e-07 1.029985999999999996e-07 3.884380999999999902e-04 6.336464000000000256e-05 3.192945999999999956e-06
1.888530000000000026e-04 7.318822000000000525e-07 1.034997999999999961e-07 3.930938999999999939e-04 6.384338000000000469e-05 3.212585000000000176e-06
1.890700000000000041e-04 7.356742000000000113e-07 1.039755000000000035e-07 3.984845000000000097e-04 6.432166000000000175e-05 3.231142000000000175e-06
1.892890000000000100e-04 7.395004000000000459e-07 1.044741000000000051e-07 4.036701999999999760e-04 6.482916999999999716e-05 3.250010000000000076e-06
1.895079999999999887e-04 7.413277000000000029e-07 1.046917999999999978e-07 4.088396000000000217e-04 6.514326000000000079e-05 3.260175999999999904e-06
1.897269999999999946e-04 7.423144000000000074e-07 1.048108000000000004e-07 4.127099999999999974e-04 6.539980000000000359e-05 3.266745000000000179e-06
1.899450000000000118e-04 7.432781000000000123e-07 1.048988999999999997e-07 4.173730000000000170e-04 6.561759999999999327e-05 3.273631999999999915e-06
1.901639999999999906e-04 7.444139000000000455e-07 1.049660999999999939e-07 4.197189000000000041e-04 6.581671000000000364e-05 3.280271000000000005e-06
1.903829999999999965e-04 7.453158999999999566e-07 1.050505999999999970e-07 4.236566999999999785e-04 6.597852999999999390e-05 3.288149000000000203e-06
1.906020000000000023e-04 7.466679000000000073e-07 1.051388000000000018e-07 4.253804000000000244e-04 6.611931000000000308e-05 3.294874000000000126e-06
1.908210000000000082e-04 7.477328000000000316e-07 1.052407000000000061e-07 4.276535999999999944e-04 6.626031000000000054e-05 3.302125999999999985e-06
1.910399999999999870e-04 7.489206000000000180e-07 1.053574000000000035e-07 4.304307000000000055e-04 6.644990999999999615e-05 3.309301000000000048e-06
1.912589999999999928e-04 7.497585000000000231e-07 1.054433000000000029e-07 4.352752999999999896e-04 6.663220999999999608e-05 3.315156000000000096e-06
1.914779999999999987e-04 7.506950999999999787e-07 1.055420000000000063e-07 4.397130999999999761e-04 6.684084999999999549e-05 3.321683000000000059e-06
1.916970000000000045e-04 7.519328000000000295e-07 1.056763000000000024e-07 4.470764000000000010e-04 6.705822999999999645e-05 3.329645000000000034e-06
1.919169999999999991e-04 7.531429000000000173e-07 1.057635999999999982e-07 4.526418999999999733e-04 6.725758999999999720e-05 3.337367999999999977e-06
1.921360000000000049e-04 7.542305999999999510e-07 1.058246000000000012e-07 4.606537999999999974e-04 6.740445999999999873e-05 3.344789000000000054e-06
1.923550000000000108e-04 7.560396999999999563e-07 1.059343000000000038e-07 4.655236999999999895e-04 6.756858000000000081e-05 3.352962999999999952e-06
1.925739999999999895e-04 7.574851000000000018e-07 1.060596000000000030e-07 4.697548000000000175e-04 6.771350000000000144e-05 3.361787999999999821e-06
1.927940000000000112e-04 7.588797000000000002e-07 1.061769000000000063e-07 4.734900000000000220e-04 6.784879000000000604e-05 3.370027000000000032e-06
1.930140000000000057e-04 7.604764999999999474e-07 1.063193999999999958e-07 4.786106000000000149e-04 6.798974000000000001e-05 3.379408000000000002e-06
1.932330000000000115e-04 7.619748000000000344e-07 1.064524000000000010e-07 4.834131000000000083e-04 6.812081999999999469e-05 3.387910999999999876e-06
1.934530000000000060e-04 7.632281000000000288e-07 1.065768999999999966e-07 4.905089999999999754e-04 6.823203999999999598e-05 3.395909999999999814e-06
1.936730000000000005e-04 7.648638999999999937e-07 1.067449000000000018e-07 4.959591999999999863e-04 6.837614999999999416e-05 3.405738000000000053e-06
1.938929999999999950e-04 7.663999000000000413e-07 1.068744999999999953e-07 5.047549000000000350e-04 6.851570999999999931e-05 3.415546000000000163e-06
1.941129999999999895e-04 7.683360999999999975e-07 1.069970000000000018e-07 5.122631000000000320e-04 6.866522999999999648e-05 3.424285000000000199e-06
1.943339999999999998e-04 7.700223999999999800e-07 1.071605000000000019e-07 5.203876999999999982e-04 6.883594999999999948e-05 3.433867000000000000e-06
1.945539999999999943e-04 7.714727999999999517e-07 1.073025000000000041e-07 5.274168000000000085e-04 6.896607999999999547e-05 3.442343000000000188e-06
1.947750000000000046e-04 7.726038999999999823e-07 1.074190999999999960e-07 5.345035999999999624e-04 6.903056999999999390e-05 3.449411999999999865e-06
1.949940000000000104e-04 7.673760999999999677e-07 1.066421999999999939e-07 5.347886000000000046e-04 6.850485999999999923e-05 3.428510999999999962e-06
1.952120000000000005e-04 7.669108999999999590e-07 1.065088999999999989e-07 5.384708000000000419e-04 6.839694999999999911e-05 3.428713999999999848e-06
1.954310000000000064e-04 7.675013999999999536e-07 1.065279999999999994e-07 5.409358999999999652e-04 6.840477000000000406e-05 3.433726000000000131e-06
1.956489999999999965e-04 7.678384999999999838e-07 1.065022999999999994e-07 5.461799999999999511e-04 6.841061000000000602e-05 3.437698999999999898e-06
1.958669999999999866e-04 7.699784000000000360e-07 1.066947000000000005e-07 5.518171999999999791e-04 6.858737999999999857e-05 3.449300999999999978e-06
1.960859999999999925e-04 7.726171999999999471e-07 1.069684999999999960e-07 5.589247000000000529e-04 6.884444999999999779e-05 3.463262999999999981e-06
1.963049999999999984e-04 7.752583000000000487e-07 1.072570000000000055e-07 5.662776000000000007e-04 6.914819999999999637e-05 3.477657000000000050e-06
1.965249999999999929e-04 7.791137000000000211e-07 1.077274999999999963e-07 5.752053999999999934e-04 6.960004000000000050e-05 3.497469000000000175e-06
1.967449999999999874e-04 7.809024000000000350e-07 1.079242000000000050e-07 5.814140000000000410e-04 6.986349999999999949e-05 3.508173000000000030e-06
1.969659999999999976e-04 7.851057000000000393e-07 1.084426000000000052e-07 5.893447000000000225e-04 7.031604999999999908e-05 3.529768999999999848e-06
1.971879999999999965e-04 7.862776999999999919e-07 1.085688000000000000e-07 5.919599999999999905e-04 7.046559999999999835e-05 3.537564000000000085e-06
1.974090000000000068e-04 7.874457000000000457e-07 1.086643999999999946e-07 5.960968000000000083e-04 7.055408999999999520e-05 3.545392000000000173e-06
1.976299999999999899e-04 7.886485000000000226e-07 1.087691999999999970e-07 5.971674000000000383e-04 7.062987999999999808e-05 3.552627000000000198e-06
1.978510000000000002e-04 7.896885000000000372e-07 1.088503999999999938e-07 5.986223999999999625e-04 7.070496000000000550e-05 3.560187999999999904e-06
1.980729999999999991e-04 7.909740999999999915e-07 1.089524999999999957e-07 6.011473000000000034e-04 7.081849000000000575e-05 3.567953999999999975e-06
1.982940000000000093e-04 7.921841000000000400e-07 1.090515000000000021e-07 6.060608000000000098e-04 7.095869000000000146e-05 3.575347000000000126e-06
1.985160000000000082e-04 7.930959999999999703e-07 1.091265999999999999e-07 6.097327000000000042e-04 7.110526999999999625e-05 3.581062000000000121e-06
1.987369999999999914e-04 7.940885000000000501e-07 1.092244999999999998e-07 6.156312000000000156e-04 7.128748000000000344e-05 3.587497999999999902e-06
1.989580000000000016e-04 7.951634999999999721e-07 1.093267999999999993e-07 6.185923999999999763e-04 7.150749999999999934e-05 3.594130000000000010e-06
1.991800000000000005e-04 7.960538000000000049e-07 1.094047999999999951e-07 6.232915999999999804e-04 7.173189000000000279e-05 3.599638000000000009e-06
1.994010000000000107e-04 7.970067000000000081e-07 1.094914999999999981e-07 6.249423999999999951e-04 7.197560000000000253e-05 3.605107999999999806e-06
1.996230000000000096e-04 7.981474000000000283e-07 1.096194999999999977e-07 6.264369000000000534e-04 7.222659999999999725e-05 3.611937999999999874e-06
1.998439999999999928e-04 7.991486000000000095e-07 1.097141000000000044e-07 6.270015999999999567e-04 7.243736999999999659e-05 3.618036000000000066e-06
2.000659999999999917e-04 8.002825999999999719e-07 1.098245000000000051e-07 6.291905000000000197e-04 7.263603000000000258e-05 3.624528999999999937e-06
2.002879999999999906e-04 8.014776999999999691e-07 1.099434999999999945e-07 6.317132999999999950e-04 7.284176000000000171e-05 3.631409999999999931e-06
2.005090000000000008e-04 8.025432999999999916e-07 1.100523000000000014e-07 6.369703999999999687e-04 7.305875000000000249e-05 3.637561999999999919e-06
2.007309999999999997e-04 8.037524999999999969e-07 1.101928000000000019e-07 6.396725999999999714e-04 7.329579999999999711e-05 3.644622999999999799e-06
2.009529999999999986e-04 8.047665000000000350e-07 1.102783000000000062e-07 6.463722000000000521e-04 7.351713000000000334e-05 3.650132000000000037e-06
2.011749999999999975e-04 8.055194000000000231e-07 1.103270999999999980e-07 6.504180999999999721e-04 7.372125999999999896e-05 3.653731000000000069e-06
2.013969999999999964e-04 8.063235000000000270e-07 1.103843999999999994e-07 6.548561000000000269e-04 7.394724000000000522e-05 3.658232999999999827e-06
2.016180000000000066e-04 8.077195999999999610e-07 1.105193999999999937e-07 6.577593000000000502e-04 7.423269999999999825e-05 3.666147999999999987e-06
2.018400000000000055e-04 8.092026999999999672e-07 1.106547999999999964e-07 6.621443000000000294e-04 7.454703000000000512e-05 3.674144000000000054e-06
2.020629999999999931e-04 8.109378000000000474e-07 1.107947999999999963e-07 6.651291000000000148e-04 7.486466999999999959e-05 3.683260000000000121e-06
2.022849999999999919e-04 8.130630999999999718e-07 1.109787000000000010e-07 6.706937000000000055e-04 7.521590999999999997e-05 3.693904000000000014e-06
2.025069999999999908e-04 8.149266999999999991e-07 1.111542999999999937e-07 6.742097999999999971e-04 7.554166999999999328e-05 3.703802999999999883e-06
2.027300000000000055e-04 8.167973000000000079e-07 1.113356000000000034e-07 6.822812000000000364e-04 7.586916999999999988e-05 3.713760999999999899e-06
2.029529999999999930e-04 8.190082000000000082e-07 1.115750999999999970e-07 6.877600999999999680e-04 7.623310999999999423e-05 3.724525000000000140e-06
2.031760000000000076e-04 8.210560000000000168e-07 1.118080999999999965e-07 6.943655000000000183e-04 7.660246000000000112e-05 3.735339000000000067e-06
2.034000000000000109e-04 8.230055000000000436e-07 1.120187000000000024e-07 7.008932000000000270e-04 7.697597000000000087e-05 3.745732999999999836e-06
2.036239999999999871e-04 8.252941000000000500e-07 1.122733000000000052e-07 7.086978000000000505e-04 7.740600999999999786e-05 3.758077999999999885e-06
2.038479999999999904e-04 8.275589999999999527e-07 1.125308999999999982e-07 7.139915000000000367e-04 7.783505999999999335e-05 3.770215000000000121e-06
2.040730000000000094e-04 8.298088000000000315e-07 1.127904000000000013e-07 7.234398999999999648e-04 7.825407000000000478e-05 3.782494999999999858e-06
2.042980000000000013e-04 8.323180000000000286e-07 1.130729000000000040e-07 7.311279000000000172e-04 7.866699999999999745e-05 3.795858999999999871e-06
2.045229999999999932e-04 8.345627000000000302e-07 1.133208999999999940e-07 7.435128999999999740e-04 7.903230000000000563e-05 3.807975999999999978e-06
2.047490000000000009e-04 8.368882999999999990e-07 1.135906999999999982e-07 7.516636999999999841e-04 7.934607000000000042e-05 3.819326000000000302e-06
2.049750000000000085e-04 8.391059999999999965e-07 1.139021000000000019e-07 7.612317999999999646e-04 7.965286999999999552e-05 3.831461999999999875e-06
2.052020000000000048e-04 8.404495000000000243e-07 1.140979999999999937e-07 7.679540999999999798e-04 7.985972000000000524e-05 3.839860000000000027e-06
2.054280000000000125e-04 8.416301000000000449e-07 1.142627000000000058e-07 7.754504000000000388e-04 8.002579999999999535e-05 3.848365999999999773e-06
2.056550000000000088e-04 8.431014000000000218e-07 1.144232999999999947e-07 7.817368999999999794e-04 8.017104000000000483e-05 3.858281999999999900e-06
2.058820000000000051e-04 8.447544000000000168e-07 1.145997000000000041e-07 7.904109000000000525e-04 8.031193999999999529e-05 3.869377000000000172e-06
2.061090000000000014e-04 8.465119000000000377e-07 1.147825999999999945e-07 7.946369999999999476e-04 8.045391999999999355e-05 3.881437000000000189e-06
2.063359999999999977e-04 8.486643000000000113e-07 1.149661000000000040e-07 8.027598999999999846e-04 8.060750000000000369e-05 3.893423999999999673e-06
2.065640000000000098e-04 8.505307999999999705e-07 1.151176000000000037e-07 8.120217999999999577e-04 8.073525999999999652e-05 3.905479999999999579e-06
2.067910000000000061e-04 8.524853999999999687e-07 1.152779999999999950e-07 8.233853999999999652e-04 8.081836999999999647e-05 3.917462000000000407e-06
2.070189999999999910e-04 8.543712999999999975e-07 1.154747000000000037e-07 8.337983999999999890e-04 8.086335999999999958e-05 3.929373999999999726e-06
2.072470000000000030e-04 8.563293000000000472e-07 1.156967000000000039e-07 8.471145000000000020e-04 8.090182999999999381e-05 3.942515000000000148e-06
2.074749999999999880e-04 8.582597000000000338e-07 1.158560999999999941e-07 8.552518999999999963e-04 8.089582999999999420e-05 3.955199999999999841e-06
2.077039999999999887e-04 8.602303000000000502e-07 1.160061999999999975e-07 8.676989999999999877e-04 8.090535999999999681e-05 3.969253000000000027e-06
2.079320000000000007e-04 8.626679999999999794e-07 1.162001000000000004e-07 8.723709000000000064e-04 8.091011000000000383e-05 3.982663999999999855e-06
2.081610000000000014e-04 8.646366999999999857e-07 1.163982999999999975e-07 8.767983000000000244e-04 8.090764999999999437e-05 3.995790000000000074e-06
2.083900000000000021e-04 8.665837000000000493e-07 1.166011999999999972e-07 8.815414000000000366e-04 8.094138999999999653e-05 4.008633999999999710e-06
2.086190000000000028e-04 8.685270000000000321e-07 1.167988999999999938e-07 8.901223000000000208e-04 8.102065999999999890e-05 4.021829999999999744e-06
2.088480000000000035e-04 8.701619999999999537e-07 1.169569000000000009e-07 8.964519000000000220e-04 8.110435999999999947e-05 4.033298999999999752e-06
2.090779999999999928e-04 8.719461000000000101e-07 1.171768999999999989e-07 9.095379999999999915e-04 8.122372000000000099e-05 4.046075000000000051e-06
2.093080000000000092e-04 8.733541000000000184e-07 1.173588999999999935e-07 9.170155999999999620e-04 8.132525000000000203e-05 4.057948000000000200e-06
2.095370000000000099e-04 8.748522999999999544e-07 1.174660000000000011e-07 9.297488000000000453e-04 8.142815000000000404e-05 4.068664999999999779e-06
2.097669999999999993e-04 8.765383000000000133e-07 1.175882000000000047e-07 9.411591999999999658e-04 8.156908999999999731e-05 4.081728000000000165e-06
2.099969999999999886e-04 8.779618999999999652e-07 1.176925000000000065e-07 9.501581999999999520e-04 8.169842000000000510e-05 4.093197000000000174e-06
2.102270000000000050e-04 8.792119999999999984e-07 1.177943999999999976e-07 9.527895999999999891e-04 8.182249999999999799e-05 4.104171000000000282e-06
2.104569999999999943e-04 8.807456000000000221e-07 1.179328000000000037e-07 9.557287000000000031e-04 8.199949000000000593e-05 4.116671999999999979e-06
2.106870000000000108e-04 8.822996000000000372e-07 1.180358000000000014e-07 9.543305999999999664e-04 8.218844999999999742e-05 4.128740999999999608e-06
2.109179999999999887e-04 8.838211000000000022e-07 1.181403000000000008e-07 9.615074000000000363e-04 8.240001999999999852e-05 4.142527000000000259e-06
2.111480000000000052e-04 8.860738999999999521e-07 1.182801000000000031e-07 9.655716000000000169e-04 8.261590000000000296e-05 4.156207000000000101e-06
2.113779999999999945e-04 8.880392000000000127e-07 1.184492999999999938e-07 9.717597000000000127e-04 8.284662000000000200e-05 4.170664999999999819e-06
2.116089999999999996e-04 8.901584999999999833e-07 1.186125000000000041e-07 9.789733000000000549e-04 8.308173999999999713e-05 4.185594999999999861e-06
2.118389999999999889e-04 8.923000999999999553e-07 1.187572999999999989e-07 9.905649999999998918e-04 8.333822999999999643e-05 4.200699000000000047e-06
2.120699999999999940e-04 8.942887000000000450e-07 1.189072000000000048e-07 9.952048000000000231e-04 8.358665000000000040e-05 4.214833000000000139e-06
2.123009999999999990e-04 8.957037000000000348e-07 1.190051000000000046e-07 9.999372000000000728e-04 8.377890000000000521e-05 4.226719000000000011e-06
2.125320000000000041e-04 8.970596000000000450e-07 1.191389000000000002e-07 9.933885999999999845e-04 8.394085000000000457e-05 4.238982000000000337e-06
2.127630000000000092e-04 8.987856000000000434e-07 1.192565999999999986e-07 9.924048999999999891e-04 8.408938000000000025e-05 4.249938999999999765e-06
2.129939999999999872e-04 9.001384999999999707e-07 1.193672999999999892e-07 9.903801999999999744e-04 8.423433000000000298e-05 4.261032999999999798e-06
2.132260000000000080e-04 9.019146000000000180e-07 1.195635000000000105e-07 9.903000999999999818e-04 8.439579999999999587e-05 4.274370999999999940e-06
2.134570000000000130e-04 9.037340999999999503e-07 1.197722999999999984e-07 9.868306999999999773e-04 8.452325999999999481e-05 4.288305999999999833e-06
2.136890000000000068e-04 9.056656000000000097e-07 1.199651999999999869e-07 9.875281999999999550e-04 8.462959000000000638e-05 4.303638999999999776e-06
2.139210000000000005e-04 9.086649999999999644e-07 1.201929000000000042e-07 9.812256000000000537e-04 8.479650000000000035e-05 4.322155000000000125e-06
2.141529999999999942e-04 9.112908999999999853e-07 1.204141999999999931e-07 9.796602999999999214e-04 8.496922999999999488e-05 4.339507999999999923e-06
2.143860000000000036e-04 9.139410000000000177e-07 1.206751000000000057e-07 9.751392000000000436e-04 8.515906999999999373e-05 4.357193000000000416e-06
2.146179999999999974e-04 9.167514000000000493e-07 1.209851000000000131e-07 9.700816000000000126e-04 8.535101000000000395e-05 4.375863999999999749e-06
2.148519999999999955e-04 9.193484999999999952e-07 1.212621000000000096e-07 9.578238999999999894e-04 8.550785999999999890e-05 4.393560000000000334e-06
2.150859999999999936e-04 9.220862000000000528e-07 1.215520000000000021e-07 9.466398999999999691e-04 8.565075000000000661e-05 4.411437000000000196e-06
2.153199999999999917e-04 9.251077999999999639e-07 1.218770000000000001e-07 9.295733000000000468e-04 8.578111000000000514e-05 4.431402000000000098e-06
2.155539999999999898e-04 9.278640000000000028e-07 1.221843000000000071e-07 9.208540999999999558e-04 8.586106000000000087e-05 4.451985999999999933e-06
2.157890000000000036e-04 9.314966999999999901e-07 1.225279000000000049e-07 9.055616999999999530e-04 8.594475000000000075e-05 4.473879999999999930e-06
2.160250000000000061e-04 9.350281000000000187e-07 1.228699999999999878e-07 8.926790999999999893e-04 8.601604000000000053e-05 4.497332000000000159e-06
2.162610000000000086e-04 9.387097999999999821e-07 1.232420000000000126e-07 8.805771000000000431e-04 8.611415999999999342e-05 4.520925999999999649e-06
2.164970000000000110e-04 9.419364999999999854e-07 1.235938000000000039e-07 8.722633999999999943e-04 8.617986999999999588e-05 4.543116000000000194e-06
2.167340000000000022e-04 9.452809000000000402e-07 1.239878999999999928e-07 8.598753999999999903e-04 8.625283000000000407e-05 4.565747000000000418e-06
2.169720000000000090e-04 9.480689000000000252e-07 1.243324999999999918e-07 8.528849000000000239e-04 8.625946999999999424e-05 4.586646000000000267e-06
2.172099999999999888e-04 9.514113000000000247e-07 1.246949999999999926e-07 8.411437999999999814e-04 8.625287999999999402e-05 4.607093999999999736e-06
2.174479999999999957e-04 9.542604999999999838e-07 1.250517999999999896e-07 8.317287999999999504e-04 8.620857999999999852e-05 4.627221999999999690e-06
2.176869999999999912e-04 9.570643000000000026e-07 1.253836000000000111e-07 8.225472999999999639e-04 8.613831000000000233e-05 4.647236999999999701e-06
2.179270000000000024e-04 9.599221999999999689e-07 1.257267999999999873e-07 8.183043999999999778e-04 8.602853999999999406e-05 4.667594000000000258e-06
2.181659999999999979e-04 9.627537000000000959e-07 1.260553999999999946e-07 8.108809999999999499e-04 8.592523000000000402e-05 4.688042999999999967e-06
2.184069999999999978e-04 9.657786000000000133e-07 1.263805000000000112e-07 8.102085000000000406e-04 8.582983999999999883e-05 4.709338999999999974e-06
2.186470000000000091e-04 9.686508999999999113e-07 1.266528000000000050e-07 8.039022999999999959e-04 8.574733000000000019e-05 4.728633999999999592e-06
2.188880000000000090e-04 9.710921999999999823e-07 1.269020999999999992e-07 8.020740999999999852e-04 8.569905999999999802e-05 4.746319000000000084e-06
2.191290000000000089e-04 9.733279000000000530e-07 1.271441000000000089e-07 7.983307000000000033e-04 8.569766999999999565e-05 4.762917999999999822e-06
2.193700000000000088e-04 9.751776000000000567e-07 1.273383000000000015e-07 7.946127000000000095e-04 8.569283999999999658e-05 4.777577000000000218e-06
2.196119999999999973e-04 9.774334999999999227e-07 1.275845000000000000e-07 7.881688999999999883e-04 8.575597999999999544e-05 4.794071999999999625e-06
2.198529999999999972e-04 9.792503000000000135e-07 1.277756999999999892e-07 7.857084000000000073e-04 8.575403999999999525e-05 4.809755000000000336e-06
2.200950000000000129e-04 9.810669000000000140e-07 1.279057999999999964e-07 7.789719000000000287e-04 8.572832999999999918e-05 4.825170999999999817e-06
2.203370000000000014e-04 9.834251999999999114e-07 1.280244000000000039e-07 7.758331000000000038e-04 8.567063000000000141e-05 4.841111000000000210e-06
2.205789999999999899e-04 9.853579000000000886e-07 1.281329000000000078e-07 7.707048000000000414e-04 8.560282000000000112e-05 4.856654999999999836e-06
2.208199999999999898e-04 9.869261000000000510e-07 1.282323000000000093e-07 7.650315999999999887e-04 8.546875000000000056e-05 4.870073999999999885e-06
2.210620000000000055e-04 9.882674000000000393e-07 1.283334000000000102e-07 7.569255999999999684e-04 8.533923999999999373e-05 4.882814000000000037e-06
2.213039999999999940e-04 9.891369999999999454e-07 1.283831000000000109e-07 7.514813000000000178e-04 8.515262000000000330e-05 4.893053999999999790e-06
2.215449999999999939e-04 9.901746999999999812e-07 1.284241000000000045e-07 7.408281000000000501e-04 8.498944999999999991e-05 4.902681000000000198e-06
2.217870000000000095e-04 9.910544000000001026e-07 1.284893000000000096e-07 7.342247999999999570e-04 8.484407999999999490e-05 4.913039999999999636e-06
2.220280000000000094e-04 9.926431000000001015e-07 1.286535999999999868e-07 7.270862000000000115e-04 8.478323999999999431e-05 4.928055999999999934e-06
2.222699999999999980e-04 9.943500999999999989e-07 1.288022000000000017e-07 7.212880999999999763e-04 8.467180000000000474e-05 4.943776000000000183e-06
2.225109999999999979e-04 9.966935000000000568e-07 1.289834000000000060e-07 7.123554000000000474e-04 8.459430000000000421e-05 4.963228000000000111e-06
2.227530000000000135e-04 9.995910000000000998e-07 1.291967000000000123e-07 7.071742000000000436e-04 8.449238000000000299e-05 4.985249000000000014e-06
2.229959999999999907e-04 1.002981999999999895e-06 1.294776999999999869e-07 6.979668000000000070e-04 8.440051000000000009e-05 5.008543999999999933e-06
2.232389999999999949e-04 1.006696999999999952e-06 1.298812000000000076e-07 6.925740999999999798e-04 8.431157999999999958e-05 5.034293000000000252e-06
2.234819999999999992e-04 1.010240999999999947e-06 1.302901000000000028e-07 6.865569999999999659e-04 8.422030999999999799e-05 5.059389000000000121e-06
2.237259999999999921e-04 1.013531999999999946e-06 1.306726999999999919e-07 6.804864999999999569e-04 8.408899000000000007e-05 5.083849000000000222e-06
2.239710000000000008e-04 1.017619999999999923e-06 1.311243999999999985e-07 6.716381999999999691e-04 8.403652000000000225e-05 5.113103000000000095e-06
2.242160000000000095e-04 1.021924999999999961e-06 1.316114999999999871e-07 6.663866999999999534e-04 8.400245000000000411e-05 5.143856999999999869e-06
2.244620000000000068e-04 1.026870000000000089e-06 1.321652000000000035e-07 6.600994999999999909e-04 8.401807999999999976e-05 5.177424999999999816e-06
2.247089999999999927e-04 1.031995999999999919e-06 1.327225999999999950e-07 6.545613000000000039e-04 8.405069000000000418e-05 5.213133999999999782e-06
2.249569999999999944e-04 1.037120999999999934e-06 1.332501999999999897e-07 6.481236000000000028e-04 8.412150999999999819e-05 5.249235000000000404e-06
2.252060000000000119e-04 1.042189000000000069e-06 1.338039999999999983e-07 6.445281999999999661e-04 8.420491000000000488e-05 5.285258000000000143e-06
2.254559999999999908e-04 1.047469999999999942e-06 1.344602000000000118e-07 6.401580999999999721e-04 8.434462999999999412e-05 5.323976999999999764e-06
2.257059999999999969e-04 1.052955999999999969e-06 1.351265999999999945e-07 6.395777999999999533e-04 8.444408999999999943e-05 5.362194999999999742e-06
2.259580000000000074e-04 1.058075000000000030e-06 1.358075000000000069e-07 6.363971999999999858e-04 8.454977999999999333e-05 5.400037999999999746e-06
2.262110000000000065e-04 1.063203999999999943e-06 1.364518999999999912e-07 6.343962000000000299e-04 8.465026000000000223e-05 5.438500999999999923e-06
2.264640000000000056e-04 1.068512999999999954e-06 1.371072999999999879e-07 6.332449000000000194e-04 8.480537999999999813e-05 5.478823000000000381e-06
2.267190000000000091e-04 1.074119999999999933e-06 1.377969000000000075e-07 6.344659999999999796e-04 8.498819999999999378e-05 5.522162999999999868e-06
2.269740000000000126e-04 1.078600999999999958e-06 1.383099999999999990e-07 6.331770999999999927e-04 8.508378999999999942e-05 5.559595999999999989e-06
2.272300000000000047e-04 1.083178999999999908e-06 1.387695999999999961e-07 6.353892000000000524e-04 8.517120000000000203e-05 5.596956999999999817e-06
2.274870000000000126e-04 1.087574000000000101e-06 1.392598999999999988e-07 6.353555999999999787e-04 8.529002999999999357e-05 5.633249000000000417e-06
