# Time, forces(pressure viscous porous), moments(pressure viscous porous)
5.100000000000000000e+01 6.625460999999999956e+01 -4.934624000000000232e-01 -1.513616999999999990e+00 7.224737000000000364e+01 5.225188999999999875e-03 -7.843802000000000413e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.298907999999999702e-02 3.686694000000000138e+00 -1.236178999999999917e+00 -1.156642999999999951e-03 1.685127000000000153e-02 -1.771502000000000146e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.010000000000000000e+02 5.693281000000000347e+01 -5.163858999999999533e-01 -1.353126000000000051e+00 5.818816000000000344e+01 6.755437999999999894e-03 -3.400596999999999724e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.228926000000000143e-03 3.272069000000000116e+00 -1.262394999999999934e+00 -6.503178000000000300e-04 -7.527270000000000185e-04 -1.329391000000000080e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.510000000000000000e+02 5.310649999999999693e+01 -6.134621000000000102e-01 -1.338789000000000007e+00 5.273297000000000168e+01 6.156107000000000072e-03 9.474044999999999515e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.866585999999999940e-02 3.206919000000000075e+00 -1.511970000000000036e+00 -5.072173000000000133e-04 -2.692752999999999987e-03 -1.489128999999999974e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.010000000000000000e+02 4.984474999999999767e+01 -6.643088000000000326e-01 -1.400139999999999940e+00 4.954574000000000211e+01 6.770413999999999773e-03 2.287027999999999978e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.297741000000000020e-02 3.338639999999999830e+00 -1.615655999999999981e+00 -3.948196000000000171e-04 -6.259470999999999959e-03 -1.317614999999999932e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.510000000000000000e+02 4.679052000000000078e+01 -6.851703999999999573e-01 -1.452636000000000038e+00 4.757715000000000316e+01 7.676233000000000188e-03 3.192721999999999834e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.618318000000000034e-02 3.458035000000000192e+00 -1.670039999999999969e+00 -3.379413999999999964e-04 -9.562381000000000006e-03 -1.149610000000000042e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.010000000000000000e+02 4.409985999999999962e+01 -7.151336000000000359e-01 -1.538172000000000095e+00 4.627588999999999686e+01 8.150908999999999585e-03 4.618859999999999806e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.929154999999999953e-02 3.655208000000000013e+00 -1.746224999999999916e+00 -2.840644000000000242e-04 -1.355175999999999950e-02 -1.041606999999999950e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.510000000000000000e+02 4.176946999999999832e+01 -7.538981000000000154e-01 -1.621679000000000093e+00 4.541297999999999746e+01 8.292489000000000110e-03 6.401493000000000287e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.107795000000000002e-02 3.852796000000000110e+00 -1.837903999999999982e+00 -2.195902999999999972e-04 -1.755871000000000168e-02 -1.004717999999999931e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.010000000000000000e+02 3.974660000000000082e+01 -7.702061999999999520e-01 -1.582816000000000001e+00 4.481537000000000148e+01 8.377149999999999874e-03 7.944873999999999339e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.336282000000000136e-02 3.766513000000000222e+00 -1.878703999999999930e+00 -1.759461999999999994e-04 -2.136766000000000013e-02 -9.990969000000000586e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.510000000000000000e+02 3.802749000000000024e+01 -7.946058000000000288e-01 -1.474960999999999967e+00 4.436867000000000161e+01 8.442229000000000746e-03 9.407209999999999184e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.525135000000000074e-02 3.510835999999999846e+00 -1.936341000000000090e+00 -1.434042999999999917e-04 -2.507179000000000005e-02 -9.999997000000000053e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.010000000000000000e+02 3.660148000000000224e+01 -8.135398000000000351e-01 -1.528588000000000058e+00 4.400798000000000343e+01 8.510347999999999177e-03 1.023077000000000014e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.576206999999999997e-02 3.635172999999999988e+00 -1.981632999999999978e+00 -1.226145000000000099e-04 -2.741673000000000027e-02 -1.006030999999999939e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
